R_10FTHFtm	-998.309798842	0.0	|10-Formyltetrahydrofolate[c]| <=> |10-formyltetrahydrofolate(2-)[m]|
R_13DAMPPOX	0.0	0.0	|O2[c]| + |H2O[c]| + |trimethylenediaminium[c]| => |Hydrogen peroxide[c]| + |Ammonium[c]| + |beta-Aminopropion aldehyde[c]|
R_1PPDCRp	0.106386516998	0.0	|Nicotinamide adenine dinucleotide - reduced[x]| + |proton[x]| + |1-piperideine-2-carboxylate[x]| => |Nicotinamide adenine dinucleotide[x]| + |L-pipecolic acid[x]|
R_2AMADPTm	0.106386516998	0.0	|2-Oxoglutarate[m]| + |L-2-aminoadipate(1-)[c]| <=> |2-Oxoglutarate[c]| + |L-2-aminoadipate(1-)[m]|
R_2HBO	-1.0	0.0	|Nicotinamide adenine dinucleotide[c]| + |2-Hydroxybutyrate[c]| <=> |2-Oxobutanoate[c]| + |proton[c]| + |Nicotinamide adenine dinucleotide - reduced[c]|
R_2HBt2	-1000.0	-1000.0	|proton[e]| + |2-Hydroxybutyrate[e]| <=> |2-Hydroxybutyrate[c]| + |proton[c]|
R_34HPPte	-0.489363267134	-435.602749288	|3-(4-hydroxyphenyl)pyruvate[e]| <=> |3-(4-hydroxyphenyl)pyruvate[c]|
R_3DSPHR	0.0	0.0	|(2S)-1-hydroxy-3-oxooctadecan-2-aminium[c]| + |Nicotinamide adenine dinucleotide phosphate - reduced[c]| + |proton[c]| => |Nicotinamide adenine dinucleotide phosphate[c]| + |sphinganine(1+)[c]|
R_3HBCOAHLm	0.0	0.0	|H2O[m]| + |(S)-3-Hydroxyisobutyryl-CoA[m]| => |Coenzyme A[m]| + |3-hydroxy-2-methylpropanoate[m]| + |proton[m]|
R_3HCO3_NAt	-1000.0	-977.358326821	(3) |Bicarbonate[e]| + |Sodium[e]| <=> |Sodium[c]| + (3) |Bicarbonate[c]|
R_3HKYNAKGAT	1000.0	0.0	|2-Oxoglutarate[c]| + |3-hydroxy-L-kynurenine[c]| => |4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate[c]| + |L-glutamate(1-)[c]|
R_3MLDAt	1.0	0.437913748441	|3-Methylimidazoleacetic acid[c]| <=> |3-Methylimidazoleacetic acid[e]|
R_3MOBte	1000.0	0.127656784675	|3-methyl-2-oxobutanoate[e]| <=> |3-methyl-2-oxobutanoate[c]|
R_3MOPte	107.051834137	0.0	|3-methyl-2-oxopentanoate[e]| <=> |3-methyl-2-oxopentanoate[c]|
R_4HDEBRISOQUINEte	0.0	0.0	|4 hydroxy debrisoquine[e]| <=> |4 hydroxy debrisoquine[c]|
R_4HGLSDm	0.0	0.0	|L-4-hydroxyglutamic semialdehyde[m]| + |Nicotinamide adenine dinucleotide[m]| + |H2O[m]| <=> |Nicotinamide adenine dinucleotide - reduced[m]| + (2) |proton[m]| + |erythro-4-hydroxy-L-glutamate(1-)[m]|
R_4HPRO_LTte	0.0	0.0	|trans-4-hydroxy-L-proline[e]| <=> |trans-4-hydroxy-L-proline[m]|
R_4MOPt2im	998.346395791	0.0	|4-methyl-2-oxopentanoate[c]| + |proton[c]| => |4-methyl-2-oxopentanoate[m]| + |proton[m]|
R_5ADTSTSTERONESte	0.0	1.0	|5alpha-Dihydrotestosterone sulfate[c]| <=> |5alpha-Dihydrotestosterone sulfate[e]|
R_5ADTSTSTERONEte	0.0	1.0	|17beta-hydroxy-5alpha-androstan-3-one[e]| <=> |17beta-hydroxy-5alpha-androstan-3-one[c]|
R_5ADTSTSTERONEtr	0.0	0.0	|17beta-hydroxy-5alpha-androstan-3-one[r]| <=> |17beta-hydroxy-5alpha-androstan-3-one[c]|
R_5HLTDL	0.0	0.957446672423	|proton[c]| + |5-hydroxy-L-tryptophan[c]| => |serotonin(1+)[c]| + |CO2[c]|
R_5MTAte	-3.0	0.0	|5-Methylthioadenosine[e]| <=> |5-Methylthioadenosine[c]|
R_5MTHFt	0.0	0.0	|5-Methyltetrahydrofolate[e]| <=> |5-Methyltetrahydrofolate[c]|
R_5MTHFt2le	0.0	0.0	|5-Methyltetrahydrofolate[e]| + |hydroxide ion[c]| <=> |hydroxide ion[e]| + |5-Methyltetrahydrofolate[c]|
R_5OXPROt	-1.0	0.0	|5-oxoprolinate[e]| + (2) |Sodium[e]| <=> |5-oxoprolinate[c]| + (2) |Sodium[c]|
R_7DHCHSTEROLtr	0.0	-1000.0	|cholesta-5,7-dien-3beta-ol[r]| <=> |cholesta-5,7-dien-3beta-ol[c]|
R_7DHFtl	0.0	0.0	|heptaglutamyl folate (DHF)[c]| => |heptaglutamyl folate (DHF)[l]|
R_7DHFtm	0.0	0.0	|heptaglutamyl folate (DHF)[m]| => |heptaglutamyl folate (DHF)[c]|
R_A4GALTg	0.0	0.0	|galactosyl glucosyl ceramide[g]| + |UDP-D-galactose(2-)[g]| => |trihexosyl ceramide[g]| + |UDP(3-)[g]| + |proton[g]|
R_AACOAT	86.1833087899	0.0	|acetoacetate[c]| + |Coenzyme A[c]| + |ATP(4-)[c]| <=> |Acetoacetyl-CoA[c]| + |Diphosphate[c]| + |AMP[c]|
R_ABTD	0.0	-1000.0	|Nicotinamide adenine dinucleotide[c]| + |L-arabinitol[c]| <=> |L-xylulose[c]| + |Nicotinamide adenine dinucleotide - reduced[c]| + |proton[c]|
R_ABTti	0.0	1000.0	|L-arabinitol[c]| => |L-arabinitol[e]|
R_ABUTD	0.0	0.0	|4-Aminobutanal[c]| + |Nicotinamide adenine dinucleotide[c]| + |H2O[c]| => |Nicotinamide adenine dinucleotide - reduced[c]| + |4-Aminobutanoate[c]| + (2) |proton[c]|
R_ABUTt2r	0.0	0.0	|proton[e]| + |4-Aminobutanoate[e]| <=> |4-Aminobutanoate[c]| + |proton[c]|
R_ACACT10m	0.0	0.0	|Coenzyme A[m]| + |2-methylacetoacetyl-CoA(4-)[m]| <=> |Propanoyl-CoA[m]| + |Acetyl-CoA[m]|
R_ACACT1r	-86.1833087899	0.0	(2) |Acetyl-CoA[c]| <=> |Coenzyme A[c]| + |Acetoacetyl-CoA[c]|
R_ACACT1rm	189.484623229	0.0	(2) |Acetyl-CoA[m]| <=> |Coenzyme A[m]| + |acetoacetyl-CoA(4-)[m]|
R_ACACT1x	568.48882344	0.0	(2) |Acetyl-CoA[x]| => |acetoacetyl-CoA(4-)[x]| + |Coenzyme A[x]|
R_ACACT5p	176.36661758	0.0	|Coenzyme A[x]| + |3-Oxododecanoyl-CoA[x]| => |Decanoyl-CoA (n-C10:0CoA)[x]| + |Acetyl-CoA[x]|
R_ACACT7p	176.36661758	0.0	|Coenzyme A[x]| + |3-oxopalmitoyl-CoA(4-)[x]| => |Tetradecanoyl-CoA (n-C14:0CoA)[x]| + |Acetyl-CoA[x]|
R_ACACt2	-1000.0	1000.0	|acetoacetate[e]| + |proton[e]| <=> |acetoacetate[c]| + |proton[c]|
